Simulation id 0
Vd[V]	Vg[V]	Is[V]	?[V]	Id[V]
[[0.000000e+00	4.914369e-09]
 [5.000000e-02	2.082175e-08]
 [1.000000e-01	8.309830e-08]
 [1.500000e-01	3.025145e-07]
 [2.000000e-01	9.535919e-07]
 [2.500000e-01	2.472608e-06]
 [3.000000e-01	5.198027e-06]
 [3.500000e-01	9.125985e-06]
 [4.000000e-01	1.408765e-05]
 [4.500000e-01	1.949062e-05]
 [5.000000e-01	2.443108e-05]
 [5.500000e-01	2.933101e-05]
 [6.000000e-01	3.438153e-05]
 [6.500000e-01	3.956492e-05]
 [7.000000e-01	4.484901e-05]
 [7.500000e-01	5.014344e-05]
 [8.000000e-01	5.520353e-05]
 [8.500000e-01	5.946333e-05]
 [9.000000e-01	6.251625e-05]
 [9.500000e-01	6.460601e-05]
 [1.000000e+00	6.640824e-05]]
Simulation id 1
Vd[V]	Vg[V]	Is[V]	?[V]	Id[V]
[[0.000000e+00	4.679909e-09]
 [5.000000e-02	1.998648e-08]
 [1.000000e-01	8.043110e-08]
 [1.500000e-01	2.953054e-07]
 [2.000000e-01	9.380520e-07]
 [2.500000e-01	2.445612e-06]
 [3.000000e-01	5.157202e-06]
 [3.500000e-01	9.065055e-06]
 [4.000000e-01	1.399994e-05]
 [4.500000e-01	1.937102e-05]
 [5.000000e-01	2.429654e-05]
 [5.500000e-01	2.918205e-05]
 [6.000000e-01	3.421334e-05]
 [6.500000e-01	3.937698e-05]
 [7.000000e-01	4.464210e-05]
 [7.500000e-01	4.992015e-05]
 [8.000000e-01	5.498122e-05]
 [8.500000e-01	5.928069e-05]
 [9.000000e-01	6.238844e-05]
 [9.500000e-01	6.449518e-05]
 [1.000000e+00	6.629297e-05]]
Simulation id 2
Vd[V]	Vg[V]	Is[V]	?[V]	Id[V]
[[0.000000e+00	2.983291e-09]
 [5.000000e-02	1.329371e-08]
 [1.000000e-01	5.598683e-08]
 [1.500000e-01	2.163107e-07]
 [2.000000e-01	7.298519e-07]
 [2.500000e-01	2.037372e-06]
 [3.000000e-01	4.592469e-06]
 [3.500000e-01	8.525818e-06]
 [4.000000e-01	1.361843e-05]
 [4.500000e-01	1.910556e-05]
 [5.000000e-01	2.413520e-05]
 [5.500000e-01	2.917397e-05]
 [6.000000e-01	3.438782e-05]
 [6.500000e-01	3.976399e-05]
 [7.000000e-01	4.526342e-05]
 [7.500000e-01	5.078862e-05]
 [8.000000e-01	5.610894e-05]
 [8.500000e-01	6.065988e-05]
 [9.000000e-01	6.395827e-05]
 [9.500000e-01	6.614954e-05]
 [1.000000e+00	6.803282e-05]]
Simulation id 3
Vd[V]	Vg[V]	Is[V]	?[V]	Id[V]
[[0.000000e+00	4.887705e-09]
 [5.000000e-02	2.078242e-08]
 [1.000000e-01	8.321876e-08]
 [1.500000e-01	3.037513e-07]
 [2.000000e-01	9.585869e-07]
 [2.500000e-01	2.483341e-06]
 [3.000000e-01	5.207690e-06]
 [3.500000e-01	9.116136e-06]
 [4.000000e-01	1.404267e-05]
 [4.500000e-01	1.940475e-05]
 [5.000000e-01	2.432178e-05]
 [5.500000e-01	2.919540e-05]
 [6.000000e-01	3.421032e-05]
 [6.500000e-01	3.935097e-05]
 [7.000000e-01	4.458588e-05]
 [7.500000e-01	4.982319e-05]
 [8.000000e-01	5.483834e-05]
 [8.500000e-01	5.914211e-05]
 [9.000000e-01	6.227769e-05]
 [9.500000e-01	6.438379e-05]
 [1.000000e+00	6.614486e-05]]
Simulation id 4
Vd[V]	Vg[V]	Is[V]	?[V]	Id[V]
[[0.000000e+00	4.379476e-09]
 [5.000000e-02	1.892713e-08]
 [1.000000e-01	7.709535e-08]
 [1.500000e-01	2.864185e-07]
 [2.000000e-01	9.191759e-07]
 [2.500000e-01	2.412999e-06]
 [3.000000e-01	5.102924e-06]
 [3.500000e-01	8.976081e-06]
 [4.000000e-01	1.385474e-05]
 [4.500000e-01	1.915728e-05]
 [5.000000e-01	2.405063e-05]
 [5.500000e-01	2.890376e-05]
 [6.000000e-01	3.388967e-05]
 [6.500000e-01	3.900140e-05]
 [7.000000e-01	4.420819e-05]
 [7.500000e-01	4.942198e-05]
 [8.000000e-01	5.444199e-05]
 [8.500000e-01	5.882696e-05]
 [9.000000e-01	6.208051e-05]
 [9.500000e-01	6.423932e-05]
 [1.000000e+00	6.598671e-05]]
